"Country or Area","Subgroup","Year","Source","Unit","Value","Value Footnotes"
"Republic of Moldova","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","2"
"Republic of Moldova","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","2"
"Republic of Moldova","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","3"
"Republic of Moldova","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","2"
"Republic of Moldova","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","97","4"
"Republic of Moldova","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","5"
"Republic of Moldova","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","6"
"Rwanda","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","64","1"
"Rwanda","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","60","1"
"Rwanda","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","63","1"
"Rwanda","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","0.9","1"
"Rwanda","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","58","1"
"Rwanda","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","1"
"Rwanda","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","64","1"
"Samoa","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","44","1"
"Samoa","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","62","1"
"Samoa","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","48","1"
"Samoa","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.4","1"
"Samoa","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","31","1"
"Samoa","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.1","1"
"Samoa","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","63","1"
"Sao Tome and Principe","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","74","1"
"Sao Tome and Principe","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","76","1"
"Sao Tome and Principe","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","75","1"
"Sao Tome and Principe","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Sao Tome and Principe","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","74","1"
"Sao Tome and Principe","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","1"
"Sao Tome and Principe","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","86","1"
"Senegal","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","66","1"
"Senegal","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","89","1"
"Senegal","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","75","1"
"Senegal","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.4","1"
"Senegal","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","50","1"
"Senegal","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.9","1"
"Senegal","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Serbia","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Serbia","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Serbia","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Serbia","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Serbia","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","97","1"
"Serbia","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Serbia","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","100","1"
"Sierra Leone","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","78","1"
"Sierra Leone","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","78","1"
"Sierra Leone","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","78","1"
"Sierra Leone","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Sierra Leone","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","74","1"
"Sierra Leone","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.2","1"
"Sierra Leone","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","88","1"
"Somalia","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","2","1"
"Somalia","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","6","1"
"Somalia","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","3","1"
"Somalia","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","3.7","1"
"Somalia","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","1","1"
"Somalia","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","6.6","1"
"Somalia","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","7","1"
"South Africa","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","8"
"South Asia","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","32","11"
"South Asia","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","52","11"
"South Asia","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","37","12"
"South Asia","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.6","11"
"South Asia","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","23","11"
"South Asia","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.7","11"
"South Asia","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","63","11"
"South Sudan","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","32","18"
"South Sudan","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","45","18"
"South Sudan","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","35","18"
"South Sudan","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.4","18"
"South Sudan","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","21","19"
"South Sudan","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.7","20"
"South Sudan","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","57","19"
"Sri Lanka","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","1"
"Sri Lanka","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","97","1"
"Sri Lanka","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","97","1"
"Sri Lanka","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Sri Lanka","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","97","1"
"Sri Lanka","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Sri Lanka","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","1"
"State of Palestine","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","8"
"State of Palestine","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","97","8"
"State of Palestine","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","8"
"State of Palestine","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","8"
"Sub-Saharan Africa","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","33","11"
"Sub-Saharan Africa","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","56","11"
"Sub-Saharan Africa","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","41","12"
"Sub-Saharan Africa","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.7","11"
"Sub-Saharan Africa","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","25","11"
"Sub-Saharan Africa","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","2.4","11"
"Sub-Saharan Africa","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","60","11"
"Sudan","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","50","1"
"Sudan","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","85","18"
"Sudan","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","59","18"
"Sudan","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.7","18"
"Sudan","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","26","19"
"Sudan","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","3.8","20"
"Sudan","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","19"
"Suriname","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","95","1"
"Suriname","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","1"
"Suriname","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","97","1"
"Suriname","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Suriname","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Suriname","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Suriname","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","1"
"Swaziland","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","47","1"
"Swaziland","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","62","1"
"Swaziland","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","50","1"
"Swaziland","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.3","1"
"Swaziland","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","39","1"
"Swaziland","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.9","1"
"Swaziland","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","73","1"
"Syrian Arab Republic","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","95","1"
"Syrian Arab Republic","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Syrian Arab Republic","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","95","1"
"Syrian Arab Republic","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Syrian Arab Republic","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","1"
"Syrian Arab Republic","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","1"
"Syrian Arab Republic","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Tajikistan","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","90","1"
"Tajikistan","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","85","1"
"Tajikistan","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","88","1"
"Tajikistan","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","0.9","1"
"Tajikistan","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","89","1"
"Tajikistan","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Tajikistan","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","86","1"
"Thailand","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Thailand","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","100","1"
"Thailand","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Thailand","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Thailand","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Thailand","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Thailand","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","100","1"
"The former Yugoslav Republic of Macedonia","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","100","1"
"The former Yugoslav Republic of Macedonia","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","100","1"
"The former Yugoslav Republic of Macedonia","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","100","1"
"The former Yugoslav Republic of Macedonia","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"The former Yugoslav Republic of Macedonia","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"The former Yugoslav Republic of Macedonia","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"The former Yugoslav Republic of Macedonia","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","100","1"
"Timor-Leste","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","57","1"
"Timor-Leste","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","50","1"
"Timor-Leste","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","55","1"
"Timor-Leste","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","0.9","1"
"Timor-Leste","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","50","1"
"Timor-Leste","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","1"
"Timor-Leste","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","56","1"
"Togo","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","71","1"
"Togo","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","93","1"
"Togo","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","78","1"
"Togo","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.3","1"
"Togo","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","59","1"
"Togo","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.7","1"
"Togo","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","97","1"
"Trinidad and Tobago","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Trinidad and Tobago","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Trinidad and Tobago","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Trinidad and Tobago","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","98","1"
"Turkey","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","92","1"
"Turkey","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","95","1"
"Turkey","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","94","1"
"Turkey","Ratio of urban to rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.0","1"
"Turkey","Poorest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","89","1"
"Turkey","Ratio of richest to poorest","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Ratio","1.1","1"
"Turkey","Richest 20%","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","99","1"
"Turkmenistan","Rural","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","95","1"
"Turkmenistan","Urban","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
"Turkmenistan","Total","2005-2011","UN_Demographic and Health Surveys (DHS), Multiple Indicator Cluster Surveys (MICS), other national surveys and vital registration systems","Percent","96","1"
